"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
1967,"Q060-avg",5.091,5.057,0.0339999999999998,5.074,0.00670082774931017
1967,"Q060-pp",0.36734693877551,0.2449,0.12244693877551,0.306123469387755,0.399992000026666
1967,"Q090-avg",5.567,5.547,0.0200000000000005,5.557,0.00359906424329683
1967,"Q090-pp",0.448979591836735,0.3469,0.102079591836735,0.397939795918367,0.256520189445128
1968,"Q001-avg",4.7,5.1,-0.399999999999999,4.9,0.0816326530612244
1968,"Q001-pp",0.693877551020408,0.7143,-0.020422448979592,0.704088775510204,0.029005502842725
1968,"Q003-avg",4.603,5.223,-0.62,4.913,0.12619580704254
1968,"Q003-pp",0.551020408163265,0.7143,-0.163279591836735,0.632660204081632,0.258084182920516
1968,"Q007-avg",4.506,5.259,-0.753,4.8825,0.154224270353303
1968,"Q007-pp",0.387755102040816,0.6735,-0.285744897959184,0.530627551020408,0.538503697008741
1968,"Q015-avg",4.507,5.563,-1.056,5.035,0.209731876861966
1968,"Q015-pp",0.326530612244898,0.7143,-0.387769387755102,0.520415306122449,0.745115263123839
1968,"Q030-avg",4.693,6.569,-1.876,5.631,0.333155744983129
1968,"Q030-pp",0.26530612244898,0.898,-0.63269387755102,0.58165306122449,1.08775130697168
1968,"Q060-avg",5.057,9.519,-4.462,7.288,0.612239297475302
1968,"Q060-pp",0.326530612244898,0.9184,-0.591869387755102,0.622465306122449,0.950847190893354
1968,"Q090-avg",5.547,10.513,-4.966,8.03,0.618430884184309
1968,"Q090-pp",0.428571428571429,0.9184,-0.489828571428571,0.673485714285714,0.727303580519259
1969,"Q001-avg",4.98,4.98,0,4.98,0
1969,"Q001-pp",0.795918367346939,0.6735,0.122418367346939,0.734709183673469,0.166621528718152
1969,"Q003-avg",4.98,4.98,0,4.98,0
1969,"Q003-pp",0.755102040816326,0.6327,0.122402040816326,0.693901020408163,0.176396974808204
1969,"Q007-avg",5.071,5.071,0,5.071,0
1969,"Q007-pp",0.73469387755102,0.5918,0.14289387755102,0.66324693877551,0.215445966195986
1969,"Q015-avg",5.262,5.262,0,5.262,0
1969,"Q015-pp",0.755102040816326,0.6327,0.122402040816326,0.693901020408163,0.176396974808204
1969,"Q030-avg",5.358,5.358,0,5.358,0
1969,"Q030-pp",0.673469387755102,0.5714,0.102069387755102,0.622434693877551,0.163984091438164
1969,"Q060-avg",5.882,5.882,0,5.882,0
1969,"Q060-pp",0.755102040816326,0.6531,0.102002040816326,0.704101020408163,0.144868474636205
1969,"Q090-avg",6.722,6.722,0,6.722,0
1969,"Q090-pp",0.73469387755102,0.6122,0.12249387755102,0.67344693877551,0.181890911515232
1970,"Q001-avg",4.25,4.25,0,4.25,0
1970,"Q001-pp",0.469387755102041,0.4082,0.061187755102041,0.438793877551021,0.139445325544512
1970,"Q003-avg",4.343,4.343,0,4.343,0
1970,"Q003-pp",0.387755102040816,0.3265,0.061255102040816,0.357127551020408,0.171521636641569
1970,"Q007-avg",4.643,4.643,0,4.643,0
1970,"Q007-pp",0.469387755102041,0.3878,0.081587755102041,0.428593877551021,0.190361457257001
1970,"Q015-avg",4.863,4.863,0,4.863,0
1970,"Q015-pp",0.448979591836735,0.3673,0.0816795918367351,0.408139795918367,0.200126507274169
1970,"Q030-avg",5.036,5.036,0,5.036,0
1970,"Q030-pp",0.448979591836735,0.3673,0.0816795918367351,0.408139795918367,0.200126507274169
1970,"Q060-avg",5.095,5.095,0,5.095,0
1970,"Q060-pp",0.387755102040816,0.2857,0.102055102040816,0.336727551020408,0.303079156224525
1970,"Q090-avg",5.285,5.285,0,5.285,0
1970,"Q090-pp",0.285714285714286,0.2245,0.061214285714286,0.255107142857143,0.239955200895983
1971,"Q001-avg",6,6,0,6,0
1971,"Q001-pp",0.979591836734694,0.9184,0.061191836734694,0.948995918367347,0.064480611086261
1971,"Q003-avg",6.293,6.293,0,6.293,0
1971,"Q003-pp",0.979591836734694,0.9388,0.040791836734694,0.959195918367347,0.0425271166751064
1971,"Q007-avg",6.719,6.719,0,6.719,0
1971,"Q007-pp",0.979591836734694,0.9388,0.040791836734694,0.959195918367347,0.0425271166751064
1971,"Q015-avg",6.853,6.853,0,6.853,0
1971,"Q015-pp",0.979591836734694,0.9388,0.040791836734694,0.959195918367347,0.0425271166751064
1971,"Q030-avg",7.35,7.92,-0.57,7.635,0.0746561886051081
1971,"Q030-pp",0.959183673469388,0.9388,0.0203836734693881,0.948991836734694,0.0214792927403091
1971,"Q060-avg",6.207,10.233,-4.026,8.22,0.48978102189781
1971,"Q060-pp",0.816326530612245,0.9388,-0.122473469387755,0.877563265306122,0.13956084333707
1971,"Q090-avg",5.871,11.371,-5.5,8.621,0.637977032826818
1971,"Q090-pp",0.530612244897959,0.9388,-0.408187755102041,0.734706122448979,0.555579629228402
1972,"Q001-avg",5.95,5.83,0.12,5.89,0.0203735144312394
1972,"Q001-pp",0.959183673469388,0.898,0.061183673469388,0.928591836734694,0.0658886617876533
1972,"Q003-avg",6.023,6,0.0229999999999997,6.0115,0.00382600016634778
1972,"Q003-pp",0.959183673469388,0.898,0.061183673469388,0.928591836734694,0.0658886617876533
1972,"Q007-avg",6.141,6.141,0,6.141,0
1972,"Q007-pp",0.959183673469388,0.8776,0.081583673469388,0.918391836734694,0.0888331866705779
1972,"Q015-avg",6.308,6.308,0,6.308,0
1972,"Q015-pp",0.959183673469388,0.8776,0.081583673469388,0.918391836734694,0.0888331866705779
1972,"Q030-avg",6.385,6.385,0,6.385,0
1972,"Q030-pp",0.938775510204082,0.8163,0.122475510204082,0.877537755102041,0.139567226016208
1972,"Q060-avg",7.078,7.077,0.00100000000000033,7.0775,0.000141292829388956
1972,"Q060-pp",0.938775510204082,0.7755,0.163275510204082,0.857137755102041,0.190489229102555
1972,"Q090-avg",11.313,8.603,2.71,9.958,0.272143000602531
1972,"Q090-pp",0.938775510204082,0.7959,0.142875510204082,0.867337755102041,0.164728803010856
1973,"Q001-avg",4.13,3.11,1.02,3.62,0.281767955801105
1973,"Q001-pp",0.408163265306122,0.0816,0.326563265306122,0.244881632653061,1.33355557037136
1973,"Q003-avg",4.47,4.47,0,4.47,0
1973,"Q003-pp",0.469387755102041,0.4286,0.040787755102041,0.44899387755102,0.0908425641002336
1973,"Q007-avg",4.583,4.57,0.0129999999999999,4.5765,0.00284059871080518
1973,"Q007-pp",0.448979591836735,0.3673,0.0816795918367351,0.408139795918367,0.200126507274169
1973,"Q015-avg",4.699,4.699,0,4.699,0
1973,"Q015-pp",0.408163265306122,0.3469,0.061263265306122,0.377531632653061,0.16227319781286
1973,"Q030-avg",4.937,4.836,0.101,4.8865,0.0206691906272383
